SatCatId,ObjectName,LaunchYear,OrbitalPeriod,LaunchMass,StatusCode,Inclination,Status,UcsData,OrbitClassEstimated,LaunchSiteCountry,Owner,UseType,LaunchVehicleClass,Purpose
8746,LES-8,1976,1436.07,-1.0,-,21.96,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
8747,LES-9,1976,1436.01,-1.0,-,21.93,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
8748,SOLRAD 11A,1976,7319.05,-1.0,UNK,15.03,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
8749,SOLRAD 11B,1976,7338.38,-1.0,UNK,27.33,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
8774,SATCOM 2,1976,1460.05,-1.0,UNK,9.4,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
8799,METEOR 1-24,1976,101.99,-1.0,UNK,81.25,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8808,NATO 3A,1976,1442.38,-1.0,UNK,5.51,Inactive,0,GSO,USA,NATO,Unknown,Unknown,Unknown
8818,OPS 6431,1976,103.48,-1.0,UNK,63.36,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
8820,LAGEOS 1,1976,225.47,-1.0,+,109.84,Active,0,MEO,USA,USA,Unknown,Unknown,Unknown
8835,SSU 1,1976,104.12,-1.0,UNK,63.36,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
8836,SSU 2,1976,104.14,-1.0,UNK,63.36,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
8838,COMSTAR 1,1976,1442.45,-1.0,UNK,8.47,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
8845,METEOR 1-25,1976,102.0,-1.0,UNK,81.26,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8860,P 76-5,1976,105.25,-1.0,UNK,99.92,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
8871,OPS 7837,1976,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
8873,COSMOS 823,1976,104.84,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8882,MARISAT 3,1976,1501.56,-1.0,-,8.27,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
8884,SSU 3,1976,103.75,-1.0,UNK,63.35,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
8889,COSMOS 825,1976,114.67,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8890,COSMOS 826,1976,116.27,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8891,COSMOS 827,1976,114.9,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8892,COSMOS 828,1976,115.11,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8893,COSMOS 829,1976,115.32,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8894,COSMOS 830,1976,115.55,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8895,COSMOS 831,1976,115.78,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8896,COSMOS 832,1976,116.01,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
8916,OPS 2112 (DSP 6),1976,1447.62,-1.0,UNK,3.97,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
8923,COSMOS 836,1976,100.42,-1.0,UNK,74.06,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9008,OPS 5366,1976,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
9009,PALAPA 1,1976,1438.57,-1.0,UNK,8.39,Inactive,0,GSO,USA,Indonesia,Unknown,Unknown,Unknown
9011,COSMOS 839,1976,116.8,-1.0,UNK,65.86,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9022,COSMOS 841,1976,100.23,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9025,COSMOS 842,1976,104.79,-1.0,UNK,82.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9047,COMSTAR 2,1976,1440.35,-1.0,UNK,8.42,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
9057,NOAA 5,1976,116.33,-1.0,-,102.28,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
9061,COSMOS 846,1976,104.6,-1.0,UNK,82.93,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9415,OPS 5721 (DMSP 5D-1 F1),1976,100.87,-1.0,-,98.33,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
9416,RADUGA 2,1976,1436.47,-1.0,-,4.09,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
9443,COSMOS 858,1976,100.35,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9478,MARISAT 2,1976,1475.53,-1.0,-,6.31,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
9481,METEOR 1-26,1976,102.11,-1.0,UNK,81.21,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9486,COSMOS 860,1976,104.24,-1.0,UNK,64.7,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
9494,COSMOS 861,1976,104.22,-1.0,UNK,64.86,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
9495,COSMOS 862,1976,718.46,-1.0,UNK,70.2,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9503,EKRAN 1,1976,1435.84,-1.0,-,4.18,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
9509,COSMOS 864,1976,104.68,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9588,COSMOS 871,1976,114.67,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9589,COSMOS 872,1976,114.46,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9590,COSMOS 873,1976,115.53,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9591,COSMOS 874,1976,115.76,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9592,COSMOS 875,1976,114.88,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9593,COSMOS 876,1976,116.01,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9594,COSMOS 877,1976,115.08,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9595,COSMOS 878,1976,115.3,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9610,COSMOS 883,1976,104.63,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9634,COSMOS 886,1976,114.6,-1.0,UNK,65.83,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
9637,COSMOS 887,1976,104.61,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9661,METEOR 2-2,1977,102.55,-1.0,UNK,81.26,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9737,COSMOS 890,1977,104.96,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9785,NATO 3B,1977,1511.51,-1.0,UNK,8.69,Inactive,0,HEO,USA,NATO,Unknown,Unknown,Unknown
9803,OPS 3151 (DSP 7),1977,1476.47,-1.0,UNK,5.33,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
9841,TANSEI-3 (MS-T3),1977,134.09,-1.0,-,65.76,Inactive,0,MEO,Japan,Japan,Unknown,Unknown,Unknown
9846,COSMOS 894,1977,104.79,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9852,KIKU-2 (ETS-II),1977,1439.79,-1.0,-,5.87,Inactive,0,GSO,Japan,Japan,Unknown,Unknown,Unknown
9862,PALAPA 2,1977,1439.32,-1.0,UNK,9.13,Inactive,0,GSO,USA,Indonesia,Unknown,Unknown,Unknown
9880,MOLNIYA 1-36,1977,716.89,-1.0,UNK,63.66,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9903,METEOR 1-27,1977,102.22,-1.0,UNK,81.27,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
9931,GEOS-1,1977,734.04,-1.0,-,27.11,Inactive,0,MEO,USA,ESA,Unknown,Unknown,Unknown
10000,OPS 9437 (DSCS 2-7),1977,1489.53,-1.0,-,8.65,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10001,OPS 9438 (DSCS 2-8),1977,1509.02,-1.0,-,9.32,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
10010,COSMOS 909,1977,117.04,-1.0,UNK,65.86,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10016,OPS 9751,1977,1435.58,-1.0,-,7.68,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10019,COSMOS 911,1977,104.7,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10024,INTELSAT 4A-F4,1977,1448.13,-1.0,-,9.36,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
10033,OPS 5644 (DMSP 5D-1 F2),1977,100.61,-1.0,-,99.15,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10061,GOES 2,1977,1448.66,-1.0,-,6.98,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10091,NTS 2,1977,718.39,-1.0,UNK,63.25,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
10095,COSMOS 921,1977,96.24,-1.0,UNK,75.83,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10120,COSMOS 923,1977,100.5,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10137,COSMOS 926,1977,104.91,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10141,COSMOS 928,1977,104.58,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10143,HIMAWARI-1 (GMS-1),1977,1450.93,-1.0,-,7.08,Inactive,0,GSO,USA,Japan,Unknown,Unknown,Unknown
10150,COSMOS 931,1977,718.03,-1.0,UNK,70.31,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10159,RADUGA 3,1977,1436.43,-1.0,-,4.72,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
10282,COSMOS 939,1977,114.81,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10286,COSMOS 940,1977,114.39,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10287,COSMOS 941,1977,114.6,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10288,COSMOS 942,1977,115.92,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10289,COSMOS 943,1977,115.01,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10290,COSMOS 944,1977,115.23,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10291,COSMOS 945,1977,115.45,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10292,COSMOS 946,1977,115.67,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10294,SIRIO,1977,1436.08,-1.0,UNK,7.75,Inactive,0,GSO,USA,Italy,Unknown,Unknown,Unknown
10352,COSMOS 951,1977,104.78,-1.0,UNK,82.97,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10358,COSMOS 952,1977,104.07,-1.0,UNK,64.94,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
10365,EKRAN 2,1977,1435.36,-1.0,-,4.84,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
10455,MOLNIYA 3-8,1977,718.42,-1.0,UNK,63.71,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10457,TRANSAT,1977,106.75,-1.0,UNK,89.64,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10459,COSMOS 962,1977,104.74,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10489,METEOSAT-1,1977,1436.47,-1.0,-,5.67,Inactive,0,GSO,USA,ESA,Unknown,Unknown,Unknown
10491,COSMOS 963,1977,109.29,-1.0,UNK,82.93,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10502,OPS 8781,1977,102.36,-1.0,UNK,63.33,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10508,OPS 4258,1977,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
10512,COSMOS 967,1977,104.72,-1.0,UNK,65.84,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10514,METEOR 2-3,1977,102.04,-1.0,UNK,81.2,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10516,SAKURA (CS),1977,1455.8,-1.0,-,7.93,Inactive,0,GSO,USA,Japan,Unknown,Unknown,Unknown
10520,COSMOS 968,1977,100.21,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10529,SS 1,1977,103.6,-1.0,UNK,63.33,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10531,COSMOS 970,1977,105.89,-1.0,UNK,65.86,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
10536,COSMOS 971,1977,104.85,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10539,COSMOS 972,1977,103.66,-1.0,UNK,75.83,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10544,SS 2,1977,103.54,-1.0,UNK,63.33,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10557,INTELSAT 4A-F3,1978,1441.25,-1.0,-,9.44,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
10581,COSMOS 976,1978,115.08,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10584,COSMOS 977,1978,114.47,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10585,COSMOS 978,1978,114.68,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10586,COSMOS 979,1978,114.88,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10587,COSMOS 980,1978,115.3,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10588,COSMOS 981,1978,115.53,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10589,COSMOS 982,1978,115.74,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10590,COSMOS 983,1978,115.99,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10594,SS 3,1977,102.68,-1.0,UNK,63.33,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10599,COSMOS 985,1978,104.58,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10637,IUE,1978,1438.84,-1.0,-,37.26,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10664,KYOKKO (EXOS-A),1978,133.85,-1.0,-,65.37,Inactive,0,MEO,Japan,Japan,Unknown,Unknown,Unknown
10669,OPS 6391 (FLTSATCOM 1),1978,1454.5,-1.0,-,7.68,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10674,UME-2 (ISS-B),1978,107.17,-1.0,-,69.37,Inactive,0,LEO,Japan,Japan,Unknown,Unknown,Unknown
10676,COSMOS 990,1978,100.2,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10684,NAVSTAR 1 (OPS 5111),1978,727.01,-1.0,-,64.18,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
10688,OPS 6031,1978,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
10692,COSMOS 991,1978,104.61,-1.0,UNK,82.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10702,LANDSAT 3,1978,103.08,-1.0,-,99.03,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10703,OSCAR 8 (AO-8),1978,102.88,-1.0,-,99.32,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10731,COSMOS 994,1978,104.85,-1.0,UNK,82.93,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10734,OPS 7858,1978,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
10744,COSMOS 996,1978,104.6,-1.0,UNK,82.92,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10776,COSMOS 1000,1978,104.68,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10778,INTELSAT 4A-F6,1978,1434.9,-1.0,-,9.23,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
10787,OPS 8790,1978,1432.94,-1.0,UNK,3.96,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10792,YURI (BS),1978,1436.74,-1.0,-,6.06,Inactive,0,GSO,USA,Japan,Unknown,Unknown,Unknown
10820,OPS 6182 (DMSP 5D-1 F3),1978,100.15,-1.0,-,98.46,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10855,OTS-2,1978,1452.47,-1.0,-,8.52,Inactive,0,GSO,USA,ESA,Unknown,Unknown,Unknown
10893,NAVSTAR 2 (OPS 5112),1978,714.19,-1.0,-,62.83,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
10917,COSMOS 1011,1978,104.69,-1.0,UNK,82.92,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10925,MOLNIYA 1-40,1978,718.17,-1.0,UNK,63.96,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10930,COSMOS 1013,1978,116.33,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10931,COSMOS 1014,1978,116.08,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10932,COSMOS 1015,1978,115.87,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10933,COSMOS 1016,1978,115.63,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10934,COSMOS 1017,1978,115.42,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10935,COSMOS 1018,1978,115.21,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10936,COSMOS 1019,1978,115.0,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10937,COSMOS 1020,1978,114.78,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10941,OPS 9454,1978,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
10953,GOES 3,1978,1449.27,-1.0,-,7.44,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10961,COSMOS 1023,1978,100.17,-1.0,UNK,74.07,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
10967,SEASAT 1,1978,99.59,-1.0,-,108.0,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
10975,COMSTAR 3,1978,1451.6,-1.0,UNK,9.95,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
10981,GEOS-2,1978,1449.03,-1.0,-,6.16,Inactive,0,GSO,USA,ESA,Unknown,Unknown,Unknown
10987,RADUGA 4,1978,1435.44,-1.0,-,5.39,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
10991,COSMOS 1027,1978,104.6,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11042,COSMOS 1034,1978,114.91,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11044,COSMOS 1035,1978,114.68,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11045,COSMOS 1036,1978,115.12,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11046,COSMOS 1037,1978,115.35,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11047,COSMOS 1038,1978,115.58,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11048,COSMOS 1039,1978,116.31,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11049,COSMOS 1040,1978,116.05,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11050,COSMOS 1041,1978,115.82,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11054,NAVSTAR 3 (OPS 5113),1978,744.17,-1.0,-,63.11,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
11057,MOLNIYA 3-10,1978,351.29,-1.0,UNK,63.7,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11060,TIROS N,1978,101.46,-1.0,-,98.48,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
11080,NIMBUS 7,1978,104.01,-1.0,-,99.5,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
11081,CAMEO & DELTA 1 R/B,1978,103.89,-1.0,UNK,99.4,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
11084,COSMOS 1045,1978,120.32,-1.0,UNK,82.55,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11085,RADIO 1 (RS-1),1978,120.34,-1.0,UNK,82.55,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11086,RADIO 2 (RS-2),1978,120.33,-1.0,-,82.55,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11111,COSMOS 1048,1978,100.34,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11115,NATO 3C,1978,1462.19,-1.0,UNK,9.57,Inactive,0,GSO,USA,NATO,Unknown,Unknown,Unknown
11128,COSMOS 1051,1978,114.65,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11129,COSMOS 1052,1978,114.86,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11130,COSMOS 1053,1978,115.06,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11131,COSMOS 1054,1978,115.26,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11132,COSMOS 1055,1978,115.48,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11133,COSMOS 1056,1978,115.71,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11134,COSMOS 1057,1978,115.93,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11135,COSMOS 1058,1978,116.18,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11141,NAVSTAR 4 (OPS 5114),1978,746.52,-1.0,-,63.54,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
11144,OPS 9441 (DSCS 2-11),1978,1531.39,-1.0,-,11.24,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
11145,OPS 9442 (DSCS 2-12),1978,1462.82,-1.0,-,8.77,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11153,ANIK B1 (TELESAT 4),1978,1442.73,-1.0,-,9.92,Inactive,0,GSO,USA,Canada,Unknown,Unknown,Unknown
11158,GORIZONT 1,1978,1435.84,-1.0,-,12.06,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11165,COSMOS 1066,1978,101.98,-1.0,UNK,81.23,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11168,COSMOS 1067,1978,109.07,-1.0,UNK,82.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11238,COSMOS 1072,1979,104.78,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11256,SCATHA,1979,1418.34,-1.0,UNK,10.31,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11261,AYAME (ECS),1979,854.18,-1.0,-,10.02,Inactive,0,MEO,Japan,Japan,Unknown,Unknown,Unknown
11273,EKRAN 3,1979,1436.03,-1.0,-,5.71,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11288,METEOR 2-4,1979,101.96,-1.0,UNK,81.22,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11296,COSMOS 1081,1979,114.53,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11297,COSMOS 1082,1979,114.74,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11298,COSMOS 1083,1979,114.96,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11299,COSMOS 1084,1979,115.15,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11300,COSMOS 1085,1979,115.64,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
