SatCatId,ObjectName,LaunchYear,Status,StatusCode,OrbitClass,LaunchMass,UcsData,OrbitalPeriod,LaunchSiteCountry,Owner,UseType,Purpose,LaunchVehicleClass,TLE1,TLE2
25985,ORBCOMM FM35,1999,Active,+,LEO,45.0,1,100.47,Eastern Range Airspace,ORBCOMM,Commercial,Communications,Pegasus,1 25985U 99065F   22110.75368521  .00000410  00000+0  19857-3 0  9998,2 25985  45.0396 132.3328 0001664 355.1376   4.9454 14.33272310169139
25989,XMM-NEWTON,1999,Active,+,HEO,3764.0,1,2872.42,French Guiana,ESA,Government,Space Science,Ariane,1 25989U 99066A   22106.66494330  .00000009  00000+0  00000+0 0  9996,2 25989  70.2412 305.8618 6129891  87.4900 359.8179  0.50134260 15375
25991,DMSP 5D-3 F15 (USA 147),1999,Active,B,LEO,1152.0,1,101.66,USA,USA,Military,Earth Observation,Titan,1 25991U 99067A   22110.84924980  .00000140  00000+0  93303-4 0  9993,2 25991  99.0511 101.4477 0010129 358.8215 121.4076 14.16522398155612
25994,TERRA,1999,Active,+,LEO,4854.0,1,98.82,USA,USA,Government,Earth Observation,Atlas,1 25994U 99068A   22111.20538448  .00000342  00000+0  85736-4 0  9993,2 25994  98.1397 184.4296 0001339  98.6896 320.8149 14.57134435188285
26034,CELESTIS-03 & TAURUS R/B,1999,Active,+,LEO,-1.0,0,94.98,USA,USA,Unknown,Unknown,Unknown,1 26034U 99070C   22110.56076603  .00018776  00000+0  96038-3 0  9996,2 26034  98.3144 110.8635 0009090 337.1554  22.9271 15.16670592212297
26038,GALAXY 11 (G-11),1999,Active,+,GEO,4488.0,1,1436.09,French Guiana,USA,Commercial,Communications,Ariane,1 26038U 99071A   22111.08196265 -.00000166  00000+0  00000+0 0  9991,2 26038   2.8550  88.4978 0000570   4.0376  53.0092  1.00271550 81859
26052,USA 148,2000,Active,+,GEO,1156.0,1,1436.09,USA,USA,Military,Communications,Atlas,1 26052U 00001A   22110.63570834  .00000038  00000+0  00000+0 0  9997,2 26052   9.4501  42.7479 0001676 345.6607 229.5459  1.00271458 17732
26081,GLOBALSTAR M063,2000,Active,+,LEO,-1.0,0,121.4,USA,Globalstar,Unknown,Unknown,Unknown,1 26081U 00008A   22110.86866480 -.00000059  00000+0  34396-3 0  9999,2 26081  51.9946 268.8770 0004044 260.6314 207.3653 11.86131607 20715
26102,MTI,2000,Active,+,LEO,587.0,1,90.86,USA,USA,Government/Military,Technology Development,Taurus,1 26102U 00014A   22111.10800946  .00311874  38742-4  94581-3 0  9993,2 26102  97.4556  42.3537 0006181 152.2357 207.9251 15.92046439229578
26107,ASIASTAR,2000,Active,+,GEO,2775.0,1,1436.1,French Guiana,USA,Commercial,Communications,Ariane,1 26107U 00016A   22110.90613091 -.00000336  00000+0  00000+0 0  9999,2 26107   5.5471  72.4245 0004861 326.3096 241.4506  1.00270715 80926
26113,IMAGE,2000,Active,P,MEO,-1.0,0,853.83,USA,USA,Unknown,Unknown,Unknown,1 26113U 00017A   22109.58345635  .00000116  00000+0 -18902-1 0  9993,2 26113  94.9281 290.4516 7425305 101.7370 342.3040  1.68652268135874
26356,USA 149 (DSP 20),2000,Active,+,GEO,2380.0,1,1436.23,USA,USA,Military,Earth Observation,Titan,1 26356U 00024A   22110.53681240  .00000093  00000+0  00000+0 0  9993,2 26356  12.0420  21.8865 0000607 256.6518 317.5691  1.00266454 17681
26360,NAVSTAR 47 (USA 150),2000,Active,+,MEO,2217.0,1,717.92,USA,USA,Commercial/Military,Navigation/Global Positioning,Delta,1 26360U 00025A   22110.64808115  .00000000  00000+0  00000+0 0  9991,2 26360  54.0140  81.2530 0048653 183.7990 350.1288  2.00577114160815
26388,TDRS 8,2000,Active,+,GEO,3180.0,1,1436.15,USA,USA,Government,Communications,Atlas,1 26388U 00034A   22110.83112331 -.00000232  00000+0  00000+0 0  9998,2 26388  10.2787  42.9465 0023307 340.5605 213.5587  1.00264646 79952
26410,CLUSTER II-FM7 (SAMBA),2000,Active,+,HEO,1200.0,1,3256.56,Kazakhstan,ESA,Government,Space Science,Soyuz,1 26410U 00041A   22112.35038883  .00000123  00000+0  00000+0 0  9998,2 26410 133.8828 347.2054 5518297 198.3018   0.8318  0.44226311 13568
26411,CLUSTER II-FM6 (SALSA),2000,Active,+,HEO,1200.0,1,3256.45,Kazakhstan,ESA,Government,Space Science,Soyuz,1 26411U 00041B   22112.32030163  .00000008  00000+0  00000+0 0  9991,2 26411 135.7933 350.3376 7149645 202.9163   0.7578  0.44223547 13601
26451,INTELSAT 9 (IS-9),2000,Active,+,GEO,3659.0,1,1436.1,Sea Launch Platform,USA,Commercial,Communications,Zenit,1 26451U 00043A   22110.80347516 -.00000290  00000+0  00000+0 0  9995,2 26451   7.0935  61.6200 0003052 338.2307  48.2542  1.00269682 28925
26463,CLUSTER II-FM5 (RUMBA),2000,Active,+,HEO,1200.0,1,3256.47,Kazakhstan,ESA,Government,Space Science,Soyuz,1 26463U 00045A   22112.32410619  .00000117  00000+0  00000+0 0  9991,2 26463 139.3741 350.6016 6669611 203.6597   0.7177  0.44222820 13492
26464,CLUSTER II-FM8 (TANGO),2000,Active,+,HEO,1200.0,1,3256.37,Kazakhstan,ESA,Government,Space Science,Soyuz,1 26464U 00045B   22112.32844329  .00000124  00000+0  00000+0 0  9999,2 26464 133.8969 347.2068 5518219 198.2882   0.7248  0.44220267 13576
26554,NSS-11 (AAP-1),2000,Active,+,GEO,3582.0,1,1436.08,Kazakhstan,SES,Commercial,Communications,Proton,1 26554U 00059A   22110.77678641  .00000022  00000+0  00000+0 0  9990,2 26554   0.0564  71.4639 0002633 304.6056 288.3978  1.00271514 26067
26575,USA 153,2000,Active,+,GEO,1156.0,1,1436.06,USA,USA,Military,Communications,Atlas,1 26575U 00065A   22110.69676566 -.00000327  00000+0  00000+0 0  9994,2 26575   9.0052  46.0786 0001923 358.4794 189.4548  1.00270325 17703
26580,AMC-6 (GE-6),2000,Active,+,GEO,3901.0,1,1436.1,Kazakhstan,SES,Commercial,Communications,Proton,1 26580U 00067A   22110.67896470  .00000102  00000+0  00000+0 0  9998,2 26580   0.0388  67.8631 0002745 319.9209 286.3675  1.00271563 78696
26605,NAVSTAR 49 (USA 154),2000,Active,P,MEO,2217.0,1,717.98,USA,USA,Commercial/Military,Navigation/Global Positioning,Delta,1 26605U 00071A   22110.66422569  .00000042  00000+0  00000+0 0  9997,2 26605  55.0833 154.9452 0134707 253.8114  64.1252  2.00562584157051
26608,INTELSAT 1R (IS-1R),2000,Active,+,GEO,4793.0,1,1436.08,French Guiana,USA,Commercial,Communications,Ariane,1 26608U 00072A   22111.13185142 -.00000142  00000+0  00000+0 0  9999,2 26608   4.3244  80.6105 0001152 348.0771 345.0921  1.00272147 78430
26624,ANIK F1,2000,Active,+,GEO,4710.0,1,1436.07,French Guiana,Canada,Commercial,Communications,Ariane,1 26624U 00076A   22110.86348125 -.00000065  00000+0  00000+0 0  9996,2 26624   1.2905  93.2046 0009177 329.2112 348.1858  1.00271629 27911
26638,ASTRA 2D,2000,Active,+,GEO,1420.0,1,1436.1,French Guiana,SES,Commercial,Communications,Ariane,1 26638U 00081A   22110.64228730  .00000127  00000+0  00000+0 0  9990,2 26638   7.1731  60.6879 0001990 315.8556  87.0664  1.00268526 37689
26639,AMC-8 (GE-8),2000,Active,+,GEO,2015.0,1,1436.09,French Guiana,SES,Commercial,Communications,Ariane,1 26639U 00081B   22110.71481981  .00000086  00000+0  00000+0 0  9992,2 26639   2.3026  89.1625 0002762 303.4222 298.5209  1.00270365 78100
26690,NAVSTAR 50 (USA 156),2001,Active,B,MEO,2217.0,1,751.58,USA,USA,Commercial/Military,Navigation/Global Positioning,Delta,1 26690U 01004A   22109.53455760  .00000013  00000+0  00000+0 0  9999,2 26690  53.9149  88.8398 0004037 299.4659 233.6182  1.91595034154426
26702,ODIN,2001,Active,+,LEO,250.0,1,95.4,Russia,Sweden,Government,Earth Observation,Start,1 26702U 01007A   22110.79336633  .00003847  00000+0  24354-3 0  9993,2 26702  97.5245 126.5958 0012067 123.9377 236.3000 15.09509208157573
26715,USA 157 (MILSTAR-2 2),2001,Active,+,GEO,4536.0,1,1436.01,USA,USA,Military,Communications,Titan,1 26715U 01009A   22110.47656140  .00000012  00000+0  00000+0 0  9991,2 26715   9.9611  27.4318 0002223   8.4561 219.8875  1.00269945 17720
26719,EUTELSAT 133 WEST A,2001,Active,+,GEO,2950.0,1,1436.08,French Guiana,EUTELSAT,Commercial,Communications,Ariane,1 26719U 01011A   22110.71516869  .00000073  00000+0  00000+0 0  9995,2 26719   3.5730  83.2809 0002985 326.5660 283.5817  1.00286746 77313
26720,BSAT-2A,2001,Active,P,GEO,-1.0,0,1451.9,French Guiana,Japan,Unknown,Unknown,Unknown,1 26720U 01011B   22110.76867512 -.00000299  00000+0  00000+0 0  9997,2 26720   7.4915  59.3730 0002073   0.5946 200.9619  0.99180352 76915
26766,INTELSAT 10 (IS-10),2001,Active,+,GEO,3739.0,1,1436.06,Kazakhstan,USA,Commercial,Communications,Proton,1 26766U 01019A   22111.13595068  .00000031  00000+0  00000+0 0  9994,2 26766   5.4447  73.8335 0004078 329.1656  32.9369  1.00273174 76711
26824,INTELSAT 901 (IS-901),2001,Active,+,GEO,4723.0,1,1436.1,French Guiana,INTELSAT,Commercial,Communications,Atlas,1 26824U 01024A   22111.15326988 -.00000207  00000+0  00000+0 0  9996,2 26824   0.0443  76.6603 0001100 333.7216 186.5097  1.00270047 76369
26853,ASTRA 2C,2001,Active,+,GEO,3643.0,1,1436.08,Kazakhstan,SES,Commercial,Communications,Proton,1 26853U 01025A   22111.09373434 -.00000262  00000+0  00000+0 0  9991,2 26853   4.4311  79.7950 0002968 329.4138 121.1403  1.00267384 76355
26857,OMNI-M1,2001,Active,P,MEO,-1.0,0,366.97,USA,New ICO,Unknown,Unknown,Unknown,1 26857U 01026A   22110.89718742 -.00000003  00000+0  00000+0 0  9991,2 26857  44.8058 234.6966 0015772  44.9265 315.2210  3.92402400301672
26880,USA 159 (DSP 21),2001,Active,+,GEO,2380.0,1,1436.22,USA,USA,Military,Earth Observation,Titan,1 26880U 01033A   22111.22080133 -.00000301  00000+0  00000+0 0  9990,2 26880  11.3760  26.1323 0000446  88.0917 125.4191  1.00276714 16398
26900,INTELSAT 902 (IS-902),2001,Active,+,GEO,4723.0,1,1436.1,French Guiana,INTELSAT,Commercial,Communications,Ariane,1 26900U 01039A   22110.86820492 -.00000285  00000+0  00000+0 0  9999,2 26900   2.2618  89.5882 0003072 305.8273  75.9779  1.00272587 75477
26931,PCSAT (NO-44),2001,Active,P,LEO,-1.0,0,100.65,USA,USA,Unknown,Unknown,Unknown,1 26931U 01043C   22110.70895109  .00000118  00000+0  76911-4 0  9991,2 26931  67.0516 207.4421 0007878 271.7195  88.3004 14.30685382 73148
26958,PROBA-1,2001,Active,+,LEO,100.0,1,96.25,India,ESA,Government,Technology Demonstration,PSLV,1 26958U 01049B   22111.18654633  .00001936  00000+0  16854-3 0  9992,2 26958  97.8163  71.1256 0071949 173.7440 186.4686 14.96175131115918
26959,BIRD 2,2001,Active,+,LEO,92.0,1,93.37,India,Germany,Civil/Government,Earth Observation/Technology Development,PSLV,1 26959U 01049C   22111.20376109  .00014171  00000+0  32639-3 0  9999,2 26959  97.7610 199.1966 0006634 208.1652 151.9236 15.42711948138110
26998,TIMED,2001,Active,+,LEO,587.0,1,96.74,USA,USA,Civil/Government,Space Science,Delta,1 26998U 01055B   22111.18622820  .00001021  00000+0  11371-3 0  9990,2 26998  74.0746  33.7246 0002314 269.8863  90.2052 14.88570321104621
27004,MAROC-TUBSAT,2001,Active,+,LEO,47.0,1,105.1,Kazakhstan,Germany,Government,Technology Development,Zenit,1 27004U 01056D   22110.62134722 -.00000020  00000+0  28174-4 0  9996,2 27004  99.6148 251.0328 0020653  82.0958 291.7277 13.70155015 18227
27056,COSMOS 2385,2001,Active,+,LEO,225.0,1,114.24,Russia,Russia/USSR,Military,Communications,Tsyklon,1 27056U 01058B   22110.76226792  .00000034  00000+0  13193-3 0  9997,2 27056  82.5332 110.9044 0007142  65.0210 295.1660 12.60517518934632
27057,COSMOS 2386,2001,Active,+,LEO,225.0,1,114.14,Russia,Russia/USSR,Military,Communications,Tsyklon,1 27057U 01058C   22111.20175901  .00000017  00000+0  38002-4 0  9991,2 27057  82.5400 105.9457 0000796  82.5538 277.5635 12.61564668935441
27168,USA 164 (MILSTAR-2 3),2002,Active,+,GEO,4536.0,1,1436.06,USA,USA,Military,Communications,Titan,1 27168U 02001A   22111.01299593  .00000096  00000+0  00000+0 0  9995,2 27168   9.4487  29.2458 0002097 341.6050 221.8255  1.00271099 16422
27370,RHESSI,2002,Active,+,LEO,293.0,1,93.48,Eastern Range Airspace,USA,Civil/Government,Space Science,Pegasus,1 27370U 02004A   22110.85016107  .00026340  00000+0  62125-3 0  9992,2 27370  38.0333   1.3519 0005681  75.7903 284.3502 15.41108210117715
27378,ECHOSTAR 7,2002,Active,+,GEO,4027.0,1,1442.23,USA,USA,Commercial,Communications,Atlas,1 27378U 02006A   22111.13568903 -.00000062  00000+0  00000+0 0  9994,2 27378   0.0986  86.3265 0005938 320.2596  27.5488  0.99849231 73845
27380,INTELSAT 904 (IS-904),2002,Active,+,GEO,4680.0,1,1436.1,French Guiana,INTELSAT,Commercial,Communications,Proton,1 27380U 02007A   22110.80757441 -.00000216  00000+0  00000+0 0  9999,2 27380   3.0949  86.5054 0003346 315.3494  68.2317  1.00270924 36540
27389,TDRS 9,2002,Active,+,GEO,3180.0,1,1436.11,USA,USA,Government,Communications,Atlas,1 27389U 02011A   22110.80112027 -.00000289  00000+0  00000+0 0  9998,2 27389   8.8996  61.3339 0027556 302.1915  71.3465  1.00265541 75228
27400,ASTRA 3A,2002,Active,+,GEO,1500.0,1,1436.07,French Guiana,SES,Commercial,Communications,Ariane,1 27400U 02015B   22110.36559691 -.00000204  00000+0  00000+0 0  9996,2 27400   7.2770  59.5442 0001604 325.6227 228.0694  1.00269574 73493
27414,NSS-7,2002,Active,+,GEO,4500.0,1,1436.1,French Guiana,SES,Commercial,Communications,Ariane,1 27414U 02019A   22110.66597765 -.00000160  00000+0  00000+0 0  9993,2 27414   5.7668  71.7688 0002597 321.5229  35.1694  1.00271412 73338
27424,AQUA,2002,Active,+,LEO,2934.0,1,98.82,USA,USA,Government,Earth Observation,Delta,1 27424U 02022A   22110.88288741  .00000640  00000+0  15175-3 0  9998,2 27424  98.2432  53.3365 0001939  73.8097 332.9534 14.57219527 61841
27426,DIRECTV 5 (TEMPO 1),2002,Active,+,GEO,4300.0,1,1436.08,Kazakhstan,USA,Commercial,Communications,Proton,1 27426U 02023A   22110.86330681 -.00000059  00000+0  00000+0 0  9992,2 27426   0.9832  93.7242 0003428 299.2275  16.6413  1.00271464 72897
27438,INTELSAT 905 (IS-905),2002,Active,+,GEO,4723.0,1,1436.1,French Guiana,INTELSAT,Commercial,Communications,Ariane,1 27438U 02027A   22110.80862104 -.00000187  00000+0  00000+0 0  9995,2 27438   2.9161  87.2536 0002813 308.3128  79.9091  1.00270524 36145
27445,GALAXY 3C (G-3C),2002,Active,+,GEO,4860.0,1,1436.11,Sea Launch Platform,USA,Commercial,Communications,Zenit,1 27445U 02030A   22111.01449302 -.00000155  00000+0  00000+0 0  9997,2 27445   0.0344  47.4163 0002377 291.2224 140.5922  1.00268376 72736
27460,EUTELSAT 5 WEST A,2002,Active,+,GEO,4050.0,1,1436.09,French Guiana,EUTELSAT,Commercial,Communications,Ariane,1 27460U 02035A   22111.17063378 -.00000047  00000+0  00000+0 0  9991,2 27460   2.1760  89.9218 0006126 300.8986 234.8576  1.00270102 72527
27464,COSMOS 2390,2002,Active,+,LEO,225.0,1,115.7,Russia,Russia/USSR,Military,Communications,Kosmos,1 27464U 02036A   22111.18767297  .00000005  00000+0 -33760-4 0  9996,2 27464  82.4877 214.0669 0024703 341.3947  18.6234 12.44579727898980
27465,COSMOS 2391,2002,Active,+,LEO,225.0,1,115.67,Russia,Russia/USSR,Military,Communications,Kosmos,1 27465U 02036B   22110.79257022 -.00000006  00000+0 -10819-3 0  9994,2 27465  82.4868 211.4709 0025535 338.2674  21.7320 12.44900346899159
27509,METEOSAT-8 (MSG-1),2002,Active,+,GEO,2000.0,1,1436.09,French Guiana,EUMETSAT,Civil/Government,Earth Observation,Ariane,1 27509U 02040B   22110.59065316  .00000133  00000+0  00000+0 0  9995,2 27509   7.9334  50.9521 0002182 332.8215  79.0368  1.00277206 72030
27513,INTELSAT 906 (IS-906),2002,Active,+,GEO,4723.0,1,1436.1,French Guiana,INTELSAT,Commercial,Communications,Ariane,1 27513U 02041A   22110.89543252  .00000011  00000+0  00000+0 0  9999,2 27513   1.9294  91.1036 0004498 309.8829 194.4743  1.00272951 71804
27528,HISPASAT 30W-4,2002,Active,+,GEO,3288.0,1,1435.93,USA,Spain,Commercial/Government/Military,Communications,Atlas,1 27528U 02044A   22110.40637442  .00000116  00000+0  00000+0 0  9996,2 27528   2.6601  86.7382 0002452 262.8736 222.1492  1.00278008 27740
27540,INTEGRAL,2002,Active,+,HEO,4000.0,1,3831.98,Kazakhstan,ESA,Government,Space Science,Proton,1 27540U 02048A   22106.05987311  .00000273  00000+0  00000+0 0  9997,2 27540  73.4714  63.3372 8927183 299.1611 344.9218  0.37587598 20912
27566,TDRS 10,2002,Active,+,GEO,3180.0,1,1436.15,USA,USA,Government,Communications,Atlas,1 27566U 02055A   22110.64584274  .00000087  00000+0  00000+0 0  9997,2 27566   8.0996  50.2813 0009799 331.1994 248.5518  1.00273032 71002
27603,NSS-6,2002,Active,+,GEO,4575.0,1,1436.04,French Guiana,SES,Commercial,Communications,Ariane,1 27603U 02057A   22110.85144514  .00000105  00000+0  00000+0 0  9994,2 27603   1.4656  92.1844 0003815 309.7336 303.9686  1.00271065 70811
27606,LATINSAT B,2002,Active,+,LEO,-1.0,1,97.79,Kazakhstan,Argentina,Commercial,Communications,Dnepr,1 27606U 02058B   22110.87018169  .00000394  00000+0  80293-4 0  9993,2 27606  64.5562 205.7484 0082006 314.8111  44.6341 14.72534506 38219
27607,SAUDISAT 1C (SO-50),2002,Active,+,LEO,10.0,1,97.56,Kazakhstan,Saudi Arabia,Government,Communications,Dnepr,1 27607U 02058C   22111.20781935  .00000913  00000+0  14686-3 0  9999,2 27607  64.5531 117.0674 0075004 305.7418  53.6723 14.76017847 40137
27612,LATINSAT A,2002,Active,+,LEO,-1.0,1,97.31,Kazakhstan,Argentina,Commercial,Communications,Dnepr,1 27612U 02058H   22111.08384812  .00000445  00000+0  76610-4 0  9990,2 27612  64.5559 333.1026 0058691 283.7470  75.7106 14.79816265 42845
27632,NIMIQ 2,2002,Active,+,GEO,-1.0,0,1436.05,Kazakhstan,Canada,Unknown,Unknown,Unknown,1 27632U 02062A   22110.86348125 -.00000068  00000+0  00000+0 0  9996,2 27632   5.8734  71.0063 0002986  22.4257 317.1690  1.00270921 28956
27640,CORIOLIS,2003,Active,+,LEO,817.0,1,101.47,USA,USA,Military,Earth Observation,Titan,1 27640U 03001A   22110.80376576  .00000070  00000+0  54473-4 0  9994,2 27640  98.7199 120.7088 0013038 262.9863 270.0031 14.19117712998790
27651,SORCE,2003,Active,+,LEO,315.0,1,96.66,Eastern Range Airspace,USA,Civil/Government,Space Science,Pegasus,1 27651U 03004A   22110.88462411  .00001246  00000+0  14147-3 0  9990,2 27651  39.9947 178.8975 0022268  66.8603 293.4530 14.89741315 44487
27663,NAVSTAR 51 (USA 166),2003,Active,+,MEO,2217.0,1,717.96,USA,USA,Commercial/Military,Navigation/Global Positioning,Delta,1 27663U 03005A   22110.45153181  .00000012  00000+0  00000+0 0  9997,2 27663  55.5534 275.3619 0126299  40.7449 333.3295  2.00567853140855
27691,USA 167,2003,Active,+,GEO,1156.0,1,1436.07,USA,USA,Military,Communications,Atlas,1 27691U 03008A   22111.11051466  .00000051  00000+0  00000+0 0  9991,2 27691   7.9329  54.9716 0003311   1.4844  62.2745  1.00272455 16401
27704,NAVSTAR 52 (USA 168),2003,Active,+,MEO,2217.0,1,717.93,USA,USA,Commercial/Military,Navigation/Global Positioning,Delta,1 27704U 03010A   22110.93233705 -.00000083  00000+0  00000+0 0  9992,2 27704  55.0036  25.6350 0245863 304.4538 276.0311  2.00553006139652
27711,USA 169 (MILSTAR-2 4),2003,Active,+,GEO,4536.0,1,1436.08,USA,USA,Military,Communications,Titan,1 27711U 03012A   22110.68799264 -.00000198  00000+0  00000+0 0  9998,2 27711  10.0415  40.6056 0002115 356.8650 211.0602  1.00269247 17724
27715,GALAXY 12 (G-12),2003,Active,S,GEO,1760.0,1,1436.1,French Guiana,INTELSAT,Commercial,Communications,Ariane,1 27715U 03013B   22110.64426034  .00000056  00000+0  00000+0 0  9993,2 27715   3.1276  86.1127 0002426 322.0689 263.4546  1.00270786 36866
27718,ASIASAT 4,2003,Active,+,GEO,-1.0,0,1432.39,USA,ASIASAT,Unknown,Unknown,Unknown,1 27718U 03014A   22111.05576615 -.00000231  00000+0  00000+0 0  9990,2 27718   0.8243  94.6683 0004035 294.4533 341.0171  1.00525398 69704
27811,HELLAS-SAT 2,2003,Active,+,GEO,3300.0,1,1436.07,USA,Greece,Commercial,Communications,Atlas,1 27811U 03020A   22110.81149924 -.00000084  00000+0  00000+0 0  9999,2 27811   3.5436  85.1625 0006396 302.0330 103.8214  1.00272047 27623
27825,THURAYA-2,2003,Active,+,GEO,5250.0,1,1436.1,Sea Launch Platform,UAE,Commercial,Communications,Zenit,1 27825U 03026A   22110.96570090  .00000124  00000+0  00000+0 0  9992,2 27825   6.6648  34.3941 0002791 333.5183 232.7514  1.00271262 69128
27831,OPTUS C1,2003,Active,+,GEO,4800.0,1,1436.06,French Guiana,Australia,Commercial/Military,Communications,Ariane,1 27831U 03028B   22110.84455491 -.00000153  00000+0  00000+0 0  9998,2 27831   3.0574  87.0363 0006172 308.3578 273.2945  1.00271519 37838
27843,MOST,2003,Active,+,LEO,53.0,1,101.36,Russia,Canada,Government,Space Science,Rokot,1 27843U 03031D   22110.74353289  .00000048  00000+0  42757-4 0  9998,2 27843  98.7098 119.1925 0009216 319.8062  40.2433 14.20673850975050
27844,CUTE-1 (CO-55),2003,Active,+,LEO,-1.0,0,101.24,Russia,Japan,Unknown,Unknown,Unknown,1 27844U 03031E   22111.02771353  .00000241  00000+0  12775-3 0  9998,2 27844  98.6810 119.5776 0008626 268.2612  91.7578 14.22417430975741
27848,CUBESAT XI-IV (CO-57),2003,Active,+,LEO,-1.0,1,101.27,Russia,Japan,Civil,Technology Development,Dnepr,1 27848U 03031J   22110.76181130  .00000193  00000+0  10729-3 0  9993,2 27848  98.6857 119.8464 0008561 285.1824  74.8407 14.21978855975480
27854,GALAXY 23 (G-23),2003,Active,+,GEO,4000.0,1,1436.11,Sea Launch Platform,USA,Commercial,Communications,Zenit,1 27854U 03034A   22110.64583028  .00000011  00000+0  00000+0 0  9998,2 27854   0.0219 248.9881 0002872 138.9421 292.2774  1.00271352 68511
27858,SCISAT 1,2003,Active,+,LEO,150.0,1,97.46,Western Range Airspace,Canada,Government,Space Science,Pegasus,1 27858U 03036A   22109.94285726  .00000477  00000+0  71837-4 0  9996,2 27858  73.9316 299.6092 0008121 343.3887  16.7020 14.77499087  6790
27868,COSMOS 2400,2003,Active,+,LEO,225.0,1,115.65,Russia,Russia/USSR,Military,Communications,Kosmos,1 27868U 03037A   22110.77557683  .00000004  00000+0 -44579-4 0  9995,2 27868  82.4752 201.8810 0022715 136.2954 223.9934 12.45146194848670
27869,COSMOS 2401,2003,Active,+,LEO,225.0,1,115.62,Russia,Russia/USSR,Military,Communications,Kosmos,1 27869U 03037B   22110.80028620  .00000004  00000+0 -45419-4 0  9998,2 27869  82.4741 198.9040 0023714 133.9497 226.3546 12.45462705848895
27875,USA 170,2003,Active,+,GEO,1156.0,1,1436.14,USA,USA,Military,Communications,Delta,1 27875U 03040A   22110.73322285 -.00000275  00000+0  00000+0 0  9997,2 27875   7.2638  60.2818 0002864   2.5452   7.3309  1.00265976 17747
