SatCatId,ObjectId,ObjectName,LaunchDate,LaunchYear,LaunchSite,LaunchSiteCountry,LaunchVehicle,Status,StatusCode,OrbitClassEstimated,OrbitalPeriod,DecayDate,OwnerCode,Owner,Inclination,UseType,Purpose,LaunchMass,DryMass,ExpLifetime,UcsData,LaunchVehicleClass
4630,1970-093A,OPS 5960 (DSP 1),1970-11-06,1970,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1197.83,-1.0,US,USA,14.78,,,-1.0,,-1.0,0,
4783,1970-102A,COSMOS 381,1970-12-02,1970,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.73,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
4786,1970-103A,COSMOS 382,1970-12-02,1970,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,MEO,171.01,-1.0,CIS,Russia/USSR,55.86,,,-1.0,,-1.0,0,
4793,1970-106A,NOAA 1,1970-12-11,1970,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,114.83,-1.0,US,USA,101.37,,,-1.0,,-1.0,0,
4799,1970-108A,COSMOS 385,1970-12-12,1970,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.58,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
4881,1971-006A,INTELSAT 4-F2,1971-01-26,1971,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1456.92,-1.0,ITSO,INTELSAT,4.96,,,-1.0,,-1.0,0,
4902,1971-009A,NATO 2B,1971-02-03,1971,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1436.09,-1.0,NATO,NATO,1.74,,,-1.0,,-1.0,0,
4922,1971-010A,COSMOS 394,1971-02-09,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,93.18,-1.0,CIS,Russia/USSR,65.82,,,-1.0,,-1.0,0,
4952,1971-011A,TANSEI-1 (MS-T1),1971-02-16,1971,"Uchinoura Space Center(Fomerly Kagoshima Space Center—University of Tokyo, Japan)",Japan,,Inactive,-,LEO,105.99,-1.0,JPN,Japan,29.67,,,-1.0,,-1.0,0,
4953,1971-012A,OPS 5268 (DMSP 5A F3),1971-02-17,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,99.86,-1.0,US,USA,98.51,,,-1.0,,-1.0,0,
4964,1971-015A,COSMOS 397,1971-02-25,1971,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,112.95,-1.0,CIS,Russia/USSR,65.72,,,-1.0,,-1.0,0,
5050,1971-020A,COSMOS 400,1971-03-18,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.94,-1.0,CIS,Russia/USSR,65.83,,,-1.0,,-1.0,0,
5053,1971-021A,OPS 4788,1971-03-21,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,,-1.0,-1.0,US,USA,-1.0,,,-1.0,,-1.0,0,
5104,1971-024A,ISIS 2,1971-04-01,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,113.58,-1.0,CA,Canada,88.17,,,-1.0,,-1.0,0,
5105,1971-025A,COSMOS 402,1971-04-01,1971,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,104.87,-1.0,CIS,Russia/USSR,64.98,,,-1.0,,-1.0,0,
5174,1971-035A,COSMOS 407,1971-04-23,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.41,-1.0,CIS,Russia/USSR,74.04,,,-1.0,,-1.0,0,
5180,1971-038A,COSMOS 409,1971-04-28,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,109.27,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
5204,1971-039A,OPS 3811 (DSP 2),1971-05-05,1971,"Air Force Eastern Test Range, Florida, USA",USA,,Active,P,GSO,1466.97,-1.0,US,USA,0.42,,,-1.0,,-1.0,0,
5210,1971-041A,COSMOS 411,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.83,-1.0,CIS,Russia/USSR,74.01,,,-1.0,,-1.0,0,
5211,1971-041B,COSMOS 412,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.14,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5212,1971-041C,COSMOS 413,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.77,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5213,1971-041D,COSMOS 414,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.09,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5214,1971-041E,COSMOS 415,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.43,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5215,1971-041F,COSMOS 416,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.46,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5216,1971-041G,COSMOS 417,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.15,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5217,1971-041H,COSMOS 418,1971-05-07,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.78,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5238,1971-046A,COSMOS 422,1971-05-22,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.94,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5397,1971-067B,OV1-21,1971-08-07,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,101.54,-1.0,US,USA,87.63,,,-1.0,,-1.0,0,
5398,1971-067E,RIGIDSPHERE 2 (LCS 4),1971-08-07,1971,"Air Force Western Test Range, California, USA",USA,,Active,+,LEO,100.18,-1.0,US,USA,87.62,,,-1.0,,-1.0,0,
5435,1971-071A,EOLE 1 (CAS-A),1971-08-16,1971,"Wallops Island, Virginia, USA",USA,,Inactive,UNK,LEO,98.65,-1.0,FR,France,50.14,,,-1.0,,-1.0,0,
5485,1971-080A,SHINSEI (MS-F2),1971-09-28,1971,"Uchinoura Space Center(Fomerly Kagoshima Space Center—University of Tokyo, Japan)",Japan,,Inactive,-,LEO,113.01,-1.0,JPN,Japan,32.06,,,-1.0,,-1.0,0,
5547,1971-086A,COSMOS 444,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.09,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5548,1971-086B,COSMOS 445,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.45,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5549,1971-086C,COSMOS 446,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.79,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5550,1971-086D,COSMOS 447,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.14,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5551,1971-086E,COSMOS 448,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.5,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5552,1971-086F,COSMOS 449,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.25,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5553,1971-086G,COSMOS 450,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.88,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5554,1971-086H,COSMOS 451,1971-10-13,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.66,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5557,1971-087A,OPS 4311 (DMSP 5B F1),1971-10-14,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,100.81,-1.0,US,USA,99.02,,,-1.0,,-1.0,0,
5560,1971-089A,ASTEX 1,1971-10-17,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,99.27,-1.0,US,USA,92.71,,,-1.0,,-1.0,0,
5580,1971-093A,PROSPERO (BLACK ARROW),1971-10-28,1971,"Woomera, Australia",Australia,,Inactive,UNK,LEO,102.79,-1.0,UK,UK,82.04,,,-1.0,,-1.0,0,
5587,1971-095A,OPS 9431 (DSCS 2-1),1971-11-03,1971,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1435.94,-1.0,US,USA,2.19,,,-1.0,,-1.0,0,
5588,1971-095B,OPS 9432 (DSCS 2-2),1971-11-03,1971,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1435.98,-1.0,US,USA,2.15,,,-1.0,,-1.0,0,
5614,1971-099A,COSMOS 457,1971-11-20,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,109.41,-1.0,CIS,Russia/USSR,74.04,,,-1.0,,-1.0,0,
5678,1971-110A,OPS 7898 (P/L 1),1971-12-14,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.79,-1.0,US,USA,69.99,,,-1.0,,-1.0,0,
5680,1971-110C,OPS 7898 (P/L 2),1971-12-14,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.75,-1.0,US,USA,69.99,,,-1.0,,-1.0,0,
5681,1971-110D,OPS 7898 (P/L 3),1971-12-14,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.76,-1.0,US,USA,69.99,,,-1.0,,-1.0,0,
5682,1971-110E,OPS 7898 (P/L 4),1971-12-14,1971,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.76,-1.0,US,USA,69.99,,,-1.0,,-1.0,0,
5683,1971-111A,COSMOS 465,1971-12-15,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.78,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
5705,1971-114A,COSMOS 468,1971-12-17,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.23,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
5709,1971-116A,INTELSAT 4-F3,1971-12-20,1971,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1445.42,-1.0,ITSO,INTELSAT,6.97,,,-1.0,,-1.0,0,
5721,1971-117A,COSMOS 469,1971-12-25,1971,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,104.64,-1.0,CIS,Russia/USSR,64.49,,,-1.0,,-1.0,0,
5729,1971-119A,AUREOLE 1,1971-12-27,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,103.07,-1.0,FR,France,73.95,,,-1.0,,-1.0,0,
5731,1971-120A,METEOR 1-10,1971-12-29,1971,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,101.99,-1.0,CIS,Russia/USSR,81.26,,,-1.0,,-1.0,0,
5775,1972-003A,INTELSAT 4-F4,1972-01-23,1972,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1442.31,-1.0,ITSO,INTELSAT,7.3,,,-1.0,,-1.0,0,
5846,1972-009A,COSMOS 475,1972-02-25,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.62,-1.0,CIS,Russia/USSR,74.05,,,-1.0,,-1.0,0,
5851,1972-010A,OPS 1570 (DSP 3),1972-03-01,1972,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1443.28,-1.0,US,USA,0.23,,,-1.0,,-1.0,0,
5903,1972-018A,OPS 5058 (DMSP 5B F2),1972-03-24,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,101.03,-1.0,US,USA,99.12,,,-1.0,,-1.0,0,
5905,1972-019A,COSMOS 480,1972-03-25,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,109.1,-1.0,CIS,Russia/USSR,82.97,,,-1.0,,-1.0,0,
5917,1972-022A,METEOR 1-11,1972-03-30,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.18,-1.0,CIS,Russia/USSR,81.23,,,-1.0,,-1.0,0,
6019,1972-035A,COSMOS 489,1972-05-06,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.64,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6052,1972-041A,INTELSAT 4-F5,1972-06-13,1972,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1438.25,-1.0,ITSO,INTELSAT,6.31,,,-1.0,,-1.0,0,
6059,1972-043A,COSMOS 494,1972-06-23,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.25,-1.0,CIS,Russia/USSR,74.05,,,-1.0,,-1.0,0,
6079,1972-049A,METEOR 1-12,1972-06-30,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.6,-1.0,CIS,Russia/USSR,81.23,,,-1.0,,-1.0,0,
6117,1972-057A,COSMOS 504,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.96,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6118,1972-057B,COSMOS 505,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.3,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6119,1972-057C,COSMOS 506,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.63,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6120,1972-057D,COSMOS 507,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.96,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6121,1972-057E,COSMOS 508,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.3,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6122,1972-057F,COSMOS 509,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.66,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6123,1972-057G,COSMOS 510,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.03,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6124,1972-057H,COSMOS 511,1972-07-20,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,116.42,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6126,1972-058A,LANDSAT 1 (ERTS 1),1972-07-23,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,103.02,-1.0,US,USA,99.36,,,-1.0,,-1.0,0,
6148,1972-062A,COSMOS 514,1972-08-16,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.19,-1.0,CIS,Russia/USSR,82.96,,,-1.0,,-1.0,0,
6153,1972-065A,OAO 3 (COPERNICUS),1972-08-21,1972,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,98.64,-1.0,US,USA,35.01,,,-1.0,,-1.0,0,
6154,1972-066A,COSMOS 516,1972-08-21,1972,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,104.51,-1.0,CIS,Russia/USSR,64.81,,,-1.0,,-1.0,0,
6173,1972-069A,TRIAD 1,1972-09-02,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,99.15,-1.0,US,USA,90.01,,,-1.0,,-1.0,0,
6192,1972-072A,COSMOS 520,1972-09-19,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,MEO,715.18,-1.0,CIS,Russia/USSR,71.76,,,-1.0,,-1.0,0,
6197,1972-073A,EXPLORER 47 (IMP-7),1972-09-23,1972,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,18272.83,-1.0,US,USA,48.4,,,-1.0,,-1.0,0,
6206,1972-074A,COSMOS 521,1972-09-29,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.92,-1.0,CIS,Russia/USSR,65.83,,,-1.0,,-1.0,0,
6217,1972-076B,OPS 8180 (STP RADSAT),1972-10-02,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,97.92,-1.0,US,USA,98.62,,,-1.0,,-1.0,0,
6235,1972-082A,NOAA 2 (ITOS-D),1972-10-15,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,114.91,-1.0,US,USA,102.02,,,-1.0,,-1.0,0,
6236,1972-082B,OSCAR 6 (AO-6),1972-10-15,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,114.91,-1.0,US,USA,102.01,,,-1.0,,-1.0,0,
6256,1972-085A,METEOR 1-13,1972-10-26,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.17,-1.0,CIS,Russia/USSR,81.27,,,-1.0,,-1.0,0,
6262,1972-087A,COSMOS 528,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.14,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6264,1972-087B,COSMOS 529,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.54,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6265,1972-087C,COSMOS 530,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.77,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6266,1972-087D,COSMOS 531,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.76,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6267,1972-087E,COSMOS 532,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.41,-1.0,CIS,Russia/USSR,74.04,,,-1.0,,-1.0,0,
6268,1972-087F,COSMOS 533,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.6,-1.0,CIS,Russia/USSR,74.03,,,-1.0,,-1.0,0,
6269,1972-087G,COSMOS 534,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.95,-1.0,CIS,Russia/USSR,74.04,,,-1.0,,-1.0,0,
6270,1972-087H,COSMOS 535,1972-11-01,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.34,-1.0,CIS,Russia/USSR,74.04,,,-1.0,,-1.0,0,
6275,1972-089A,OPS 7323 (DMSP 5B F3),1972-11-09,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,100.72,-1.0,US,USA,98.51,,,-1.0,,-1.0,0,
6278,1972-090A,ANIK A1 (TELESAT 1),1972-11-10,1972,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1457.04,-1.0,CA,Canada,6.77,,,-1.0,,-1.0,0,
6305,1972-097A,NIMBUS 5,1972-12-11,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,107.12,-1.0,US,USA,99.82,,,-1.0,,-1.0,0,
6317,1972-101A,OPS 9390,1972-12-20,1972,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1435.37,-1.0,US,USA,9.59,,,-1.0,,-1.0,0,
6319,1972-102A,COSMOS 539,1972-12-21,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,112.9,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6323,1972-104A,COSMOS 540,1972-12-25,1972,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,100.18,-1.0,CIS,Russia/USSR,74.08,,,-1.0,,-1.0,0,
6350,1973-005A,COSMOS 546,1973-01-26,1973,"Kapustin Yar Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,94.19,-1.0,CIS,Russia/USSR,50.63,,,-1.0,,-1.0,0,
6380,1973-013A,OPS 6063,1973-03-06,1973,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1436.04,-1.0,US,USA,0.94,,,-1.0,,-1.0,0,
6392,1973-015A,METEOR 1-14,1973-03-20,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.27,-1.0,CIS,Russia/USSR,81.23,,,-1.0,,-1.0,0,
6437,1973-023A,ANIK A2 (TELESAT 2),1973-04-20,1973,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1443.0,-1.0,CA,Canada,7.48,,,-1.0,,-1.0,0,
6659,1973-034A,METEOR 1-15,1973-05-29,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,102.09,-1.0,CIS,Russia/USSR,81.19,,,-1.0,,-1.0,0,
6675,1973-037A,COSMOS 564,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.59,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6676,1973-037B,COSMOS 565,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.3,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6677,1973-037C,COSMOS 566,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.04,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6678,1973-037D,COSMOS 567,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.82,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6679,1973-037E,COSMOS 568,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.38,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6680,1973-037F,COSMOS 569,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.18,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6681,1973-037G,COSMOS 570,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.97,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6682,1973-037H,COSMOS 571,1973-06-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.75,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6691,1973-040A,OPS 6157 (DSP 4),1973-06-12,1973,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,GSO,1442.56,-1.0,US,USA,1.42,,,-1.0,,-1.0,0,
6707,1973-042A,COSMOS 574,1973-06-20,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.93,-1.0,CIS,Russia/USSR,82.95,,,-1.0,,-1.0,0,
6787,1973-054A,OPS 8364 (DMSP 5B F4),1973-08-17,1973,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,100.45,-1.0,US,USA,98.59,,,-1.0,,-1.0,0,
6791,1973-056A,OPS 7724,1973-08-21,1973,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,717.57,-1.0,US,USA,62.41,,,-1.0,,-1.0,0,
6796,1973-058A,INTELSAT 4-F7,1973-08-23,1973,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1452.37,-1.0,ITSO,INTELSAT,7.78,,,-1.0,,-1.0,0,
6822,1972-079C,OPS 8314 (2),1972-10-10,1972,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,114.68,-1.0,US,USA,95.64,,,-1.0,,-1.0,0,
6825,1973-064A,COSMOS 585,1973-09-08,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.54,-1.0,CIS,Russia/USSR,74.02,,,-1.0,,-1.0,0,
6828,1973-065A,COSMOS 586,1973-09-14,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,104.7,-1.0,CIS,Russia/USSR,82.94,,,-1.0,,-1.0,0,
6845,1973-069A,COSMOS 588,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.33,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6846,1973-069B,COSMOS 589,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.9,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6847,1973-069C,COSMOS 590,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,115.1,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6848,1973-069D,COSMOS 591,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.13,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6849,1973-069E,COSMOS 592,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,113.93,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6850,1973-069F,COSMOS 593,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.31,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6851,1973-069G,COSMOS 594,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.5,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6852,1973-069H,COSMOS 595,1973-10-02,1973,"Plesetsk Missile and Space Complex, Russia",Russia,,Inactive,UNK,LEO,114.7,-1.0,CIS,Russia/USSR,74.0,,,-1.0,,-1.0,0,
6893,1973-078A,EXPLORER 50 (IMP-8),1973-10-26,1973,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,HEO,17381.24,-1.0,US,USA,9.07,,,-1.0,,-1.0,0,
