SatCatId,ObjectId,ObjectName,LaunchDate,LaunchYear,LaunchSite,LaunchSiteCountry,LaunchVehicle,Status,StatusCode,OrbitClassEstimated,OrbitalPeriod,DecayDate,OwnerCode,Owner,Inclination,UseType,Purpose,LaunchMass,DryMass,ExpLifetime,UcsData,LaunchVehicleClass
5,1958-002B,VANGUARD 1,1958-03-17,1958,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,MEO,132.61,-1.0,US,USA,34.25,,,-1.0,,-1.0,0,
11,1959-001A,VANGUARD 2,1959-02-17,1959,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,121.0,-1.0,US,USA,32.87,,,-1.0,,-1.0,0,
20,1959-007A,VANGUARD 3,1959-09-18,1959,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,124.0,-1.0,US,USA,33.36,,,-1.0,,-1.0,0,
22,1959-009A,EXPLORER 7,1959-10-13,1959,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,94.59,-1.0,US,USA,50.28,,,-1.0,,-1.0,0,
29,1960-002B,TIROS 1,1960-04-01,1960,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,97.41,-1.0,US,USA,48.38,,,-1.0,,-1.0,0,
45,1960-007A,TRANSIT 2A,1960-06-22,1960,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,100.3,-1.0,US,USA,66.69,,,-1.0,,-1.0,0,
46,1960-007B,SOLRAD 1 (GREB),1960-06-22,1960,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,99.02,-1.0,US,USA,66.69,,,-1.0,,-1.0,0,
58,1960-013A,COURIER 1B,1960-10-04,1960,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,106.95,-1.0,US,USA,28.33,,,-1.0,,-1.0,0,
107,1961-013A,EXPLORER 11,1961-04-27,1961,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,101.36,-1.0,US,USA,28.78,,,-1.0,,-1.0,0,
116,1961-015A,TRANSIT 4A,1961-06-29,1961,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,103.43,-1.0,US,USA,66.81,,,-1.0,,-1.0,0,
117,1961-015B,SOLRAD 3 & INJUN 1,1961-06-29,1961,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,103.59,-1.0,US,USA,66.81,,,-1.0,,-1.0,0,
162,1961-017A,TIROS 3,1961-07-12,1961,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,99.64,-1.0,US,USA,47.9,,,-1.0,,-1.0,0,
163,1961-018A,MIDAS 3,1961-07-12,1961,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,161.46,-1.0,US,USA,91.11,,,-1.0,,-1.0,0,
192,1961-028A,MIDAS 4,1961-10-21,1961,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,165.94,-1.0,US,USA,95.83,,,-1.0,,-1.0,0,
202,1961-031A,TRANSIT 4B,1961-11-15,1961,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,105.59,-1.0,US,USA,32.44,,,-1.0,,-1.0,0,
205,1961-031B,TRAAC,1961-11-15,1961,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,105.68,-1.0,US,USA,32.44,,,-1.0,,-1.0,0,
226,1962-002A,TIROS 4,1962-02-08,1962,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,99.51,-1.0,US,USA,48.3,,,-1.0,,-1.0,0,
271,1962-010A,MIDAS 5 (STRONGBACK),1962-04-09,1962,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,152.98,-1.0,US,USA,86.68,,,-1.0,,-1.0,0,
309,1962-025A,TIROS 5,1962-06-19,1962,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,98.61,-1.0,US,USA,58.09,,,-1.0,,-1.0,0,
340,1962-029A,TELSTAR 1,1962-07-10,1962,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,MEO,157.74,-1.0,US,USA,44.8,,,-1.0,,-1.0,0,
369,1962-039A,FTV 3502,1962-08-23,1962,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,96.56,-1.0,US,USA,98.48,,,-1.0,,-1.0,0,
397,1962-047A,TIROS 6,1962-09-18,1962,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,96.31,-1.0,US,USA,58.3,,,-1.0,,-1.0,0,
424,1962-049A,ALOUETTE 1 (S-27),1962-09-29,1962,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,105.14,-1.0,CA,Canada,80.46,,,-1.0,,-1.0,0,
446,1962-060A,ANNA 1B,1962-10-31,1962,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,107.84,-1.0,US,USA,50.14,,,-1.0,,-1.0,0,
503,1962-068A,RELAY 1 (A-15),1962-12-13,1962,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,MEO,185.05,-1.0,US,USA,47.53,,,-1.0,,-1.0,0,
506,1962-070A,EXPLORER 16,1962-12-16,1962,"Wallops Island, Virginia, USA",USA,,Inactive,UNK,LEO,103.92,-1.0,US,USA,52.0,,,-1.0,,-1.0,0,
553,1963-004A,SYNCOM 1,1963-02-14,1963,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1236.22,-1.0,US,USA,27.24,,,-1.0,,-1.0,0,
573,1963-013A,TELSTAR 2 (A-41),1963-05-07,1963,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,MEO,225.26,-1.0,US,USA,42.75,,,-1.0,,-1.0,0,
574,1963-014A,MIDAS 6 (FTV 1169),1963-05-09,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,166.42,-1.0,US,USA,87.35,,,-1.0,,-1.0,0,
589,1963-014D,DASH 1,1963-05-09,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,166.35,-1.0,US,USA,87.35,,,-1.0,,-1.0,0,
608,1963-014C,ERS 6,1963-05-09,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,166.42,-1.0,US,USA,87.34,,,-1.0,,-1.0,0,
622,1963-030A,MIDAS 7/ERS 10,1963-07-19,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,167.85,-1.0,US,USA,88.43,,,-1.0,,-1.0,0,
634,1963-031A,SYNCOM 2 (A 26),1963-07-26,1963,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1436.29,-1.0,US,USA,30.5,,,-1.0,,-1.0,0,
635,1963-030B,ERS 9,1963-07-19,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,MEO,167.84,-1.0,US,USA,88.42,,,-1.0,,-1.0,0,
670,1963-038B,TRANSIT 5B-1,1963-09-28,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,107.09,-1.0,US,USA,89.97,,,-1.0,,-1.0,0,
671,1963-038C,RADIATION SAT (5E-1),1963-09-28,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,107.05,-1.0,US,USA,89.97,,,-1.0,,-1.0,0,
674,1963-039A,VELA 2,1963-10-17,1963,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,6488.75,-1.0,US,USA,46.92,,,-1.0,,-1.0,0,
692,1963-039C,VELA 1,1963-10-17,1963,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,6531.74,-1.0,US,USA,27.98,,,-1.0,,-1.0,0,
694,1963-047A,ATLAS CENTAUR 2,1963-11-27,1963,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,102.03,-1.0,US,USA,30.36,,,-1.0,,-1.0,0,
704,1963-049B,TRANSIT 5B-2,1963-12-05,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,106.9,-1.0,US,USA,89.92,,,-1.0,,-1.0,0,
705,1963-049C,TRANSIT 5E-3,1963-12-05,1963,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,106.85,-1.0,US,USA,89.92,,,-1.0,,-1.0,0,
716,1963-054A,TIROS 8,1963-12-21,1963,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,97.77,-1.0,US,USA,58.49,,,-1.0,,-1.0,0,
728,1964-001B,GGSE 1 (GGRS),1964-01-11,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.03,-1.0,US,USA,69.91,,,-1.0,,-1.0,0,
729,1964-001C,SECOR 1B,1964-01-11,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.21,-1.0,US,USA,69.9,,,-1.0,,-1.0,0,
730,1964-001D,SOLRAD 7A,1964-01-11,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.15,-1.0,US,USA,69.91,,,-1.0,,-1.0,0,
731,1964-001E,GREB,1964-01-11,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.13,-1.0,US,USA,69.91,,,-1.0,,-1.0,0,
734,1964-002B,OPS 3367 A,1964-01-19,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,100.73,-1.0,US,USA,98.97,,,-1.0,,-1.0,0,
735,1964-002C,OPS 3367 B,1964-01-19,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,100.81,-1.0,US,USA,98.98,,,-1.0,,-1.0,0,
737,1964-003A,RELAY 2,1964-01-21,1964,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,MEO,194.72,-1.0,US,USA,46.45,,,-1.0,,-1.0,0,
746,1964-006A,ELEKTRON 1,1964-01-30,1964,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,MEO,158.24,-1.0,CIS,Russia/USSR,60.86,,,-1.0,,-1.0,0,
801,1964-026A,OPS 4412 (TRANSIT 9),1964-06-04,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,101.64,-1.0,US,USA,90.45,,,-1.0,,-1.0,0,
812,1964-031A,OPS 4467 A,1964-06-18,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,101.09,-1.0,US,USA,99.79,,,-1.0,,-1.0,0,
813,1964-031B,OPS 4467 B,1964-06-18,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,101.15,-1.0,US,USA,99.8,,,-1.0,,-1.0,0,
829,1964-038A,ELEKTRON 3,1964-07-10,1964,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,MEO,156.43,-1.0,CIS,Russia/USSR,60.82,,,-1.0,,-1.0,0,
836,1964-040A,OPS 3662 (VELA 3),1964-07-17,1964,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,6020.49,-1.0,US,USA,51.7,,,-1.0,,-1.0,0,
837,1964-040B,OPS 3674 (VELA 4),1964-07-17,1964,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,6000.12,-1.0,US,USA,48.8,,,-1.0,,-1.0,0,
858,1964-047A,SYNCOM 3,1964-08-19,1964,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1435.39,-1.0,US,USA,6.39,,,-1.0,,-1.0,0,
870,1964-051A,EXPLORER 20,1964-08-25,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.47,-1.0,US,USA,79.9,,,-1.0,,-1.0,0,
876,1964-053A,COSMOS 44,1964-08-28,1964,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,98.26,-1.0,CIS,Russia/USSR,65.06,,,-1.0,,-1.0,0,
897,1964-063B,OPS 5798 (TRANSIT 5B-4),1964-10-06,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,106.37,-1.0,US,USA,90.23,,,-1.0,,-1.0,0,
899,1964-064A,EXPLORER 22,1964-10-10,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.12,-1.0,US,USA,79.69,,,-1.0,,-1.0,0,
900,1964-063C,CALSPHERE 1,1964-10-06,1964,"Air Force Western Test Range, California, USA",USA,,Active,+,LEO,104.63,-1.0,US,USA,90.22,,,-1.0,,-1.0,0,
902,1964-063E,CALSPHERE 2,1964-10-06,1964,"Air Force Western Test Range, California, USA",USA,,Active,+,LEO,106.44,-1.0,US,USA,90.23,,,-1.0,,-1.0,0,
932,1964-076B,EXPLORER 25 (INJUN 4),1964-11-21,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,113.67,-1.0,US,USA,81.34,,,-1.0,,-1.0,0,
959,1964-083C,OPS 6582 (TRANSIT 5E-5),1964-12-13,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,105.7,-1.0,US,USA,90.01,,,-1.0,,-1.0,0,
965,1964-083D,OPS 6582 (TRANSIT 5B-5),1964-12-13,1964,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,106.12,-1.0,US,USA,90.07,,,-1.0,,-1.0,0,
978,1965-004A,TIROS 9,1965-01-22,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,118.9,-1.0,US,USA,96.4,,,-1.0,,-1.0,0,
1002,1965-008C,LES-1,1965-02-11,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,MEO,145.7,-1.0,US,USA,32.14,,,-1.0,,-1.0,0,
1208,1965-016E,SECOR 3,1965-03-09,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.15,-1.0,US,USA,70.08,,,-1.0,,-1.0,0,
1244,1965-016B,GGSE 2,1965-03-09,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.14,-1.0,US,USA,70.08,,,-1.0,,-1.0,0,
1271,1965-016A,OPS 4988 (GREB 6),1965-03-09,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.11,-1.0,US,USA,70.08,,,-1.0,,-1.0,0,
1272,1965-016H,PORCUPINE 1,1965-03-09,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.26,-1.0,US,USA,70.08,,,-1.0,,-1.0,0,
1291,1965-016D,SOLRAD 7B,1965-03-09,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.23,-1.0,US,USA,70.08,,,-1.0,,-1.0,0,
1292,1965-016C,GGSE 3,1965-03-09,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,102.75,-1.0,US,USA,70.08,,,-1.0,,-1.0,0,
1293,1965-016F,OSCAR 3 (OSCAR III),1965-03-09,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,102.26,-1.0,US,USA,70.07,,,-1.0,,-1.0,0,
1314,1965-027A,OPS 4682 (SNAPSHOT),1965-04-03,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,111.47,-1.0,US,USA,90.24,,,-1.0,,-1.0,0,
1315,1965-027B,SECOR 4 (EGRS 4),1965-04-03,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,111.4,-1.0,US,USA,90.25,,,-1.0,,-1.0,0,
1317,1965-028A,INTELSAT 1-F1,1965-04-06,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,GSO,1436.74,-1.0,ITSO,INTELSAT,6.58,,,-1.0,,-1.0,0,
1328,1965-032A,EXPLORER 27,1965-04-29,1965,"Wallops Island, Virginia, USA",USA,,Inactive,UNK,LEO,107.55,-1.0,US,USA,41.18,,,-1.0,,-1.0,0,
1360,1965-034B,LES-2,1965-05-06,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,MEO,309.79,-1.0,US,USA,32.09,,,-1.0,,-1.0,0,
1361,1965-034C,LCS 1,1965-05-06,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Active,+,MEO,145.56,-1.0,US,USA,32.15,,,-1.0,,-1.0,0,
1420,1965-048A,OPS 8480 (TRANSIT 5B-6),1965-06-24,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,106.52,-1.0,US,USA,89.88,,,-1.0,,-1.0,0,
1430,1965-051A,TIROS 10,1965-07-02,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,99.9,-1.0,US,USA,98.48,,,-1.0,,-1.0,0,
1458,1965-058A,OPS 6577 (VELA 5),1965-07-20,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,6738.58,-1.0,US,USA,26.28,,,-1.0,,-1.0,0,
1459,1965-058B,OPS 6564 (VELA 6),1965-07-20,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,6737.25,-1.0,US,USA,41.15,,,-1.0,,-1.0,0,
1506,1965-063A,SECOR 5 (EGRS 5),1965-08-10,1965,"Wallops Island, Virginia, USA",USA,,Inactive,UNK,LEO,122.17,-1.0,US,USA,69.23,,,-1.0,,-1.0,0,
1510,1965-065C,DODECAPOLE 2,1965-08-13,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,102.18,-1.0,US,USA,90.06,,,-1.0,,-1.0,0,
1512,1965-065E,TEMPSAT 1,1965-08-13,1965,"Air Force Western Test Range, California, USA",USA,,Active,+,LEO,107.98,-1.0,US,USA,89.99,,,-1.0,,-1.0,0,
1514,1965-065F,OPS 8464 (TRANSIT 5B-7),1965-08-13,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,107.84,-1.0,US,USA,89.98,,,-1.0,,-1.0,0,
1515,1965-065G,NAVSPASUR ROD 1,1965-08-13,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,106.61,-1.0,US,USA,90.01,,,-1.0,,-1.0,0,
1520,1965-065H,CALSPHERE 4A,1965-08-13,1965,"Air Force Western Test Range, California, USA",USA,,Active,+,LEO,107.77,-1.0,US,USA,89.91,,,-1.0,,-1.0,0,
1570,1965-070A,COSMOS 80,1965-09-03,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,114.94,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1571,1965-070B,COSMOS 81,1965-09-03,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,115.3,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1572,1965-070C,COSMOS 82,1965-09-03,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,115.65,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1573,1965-070D,COSMOS 83,1965-09-03,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,116.03,-1.0,CIS,Russia/USSR,56.05,,,-1.0,,-1.0,0,
1574,1965-070E,COSMOS 84,1965-09-03,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,116.41,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1577,1965-065J,PORCUPINE 2,1965-08-13,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,107.77,-1.0,US,USA,90.02,,,-1.0,,-1.0,0,
1580,1965-072A,OPS 8068,1965-09-10,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,100.74,-1.0,US,USA,98.39,,,-1.0,,-1.0,0,
1584,1965-073A,COSMOS 86,1965-09-18,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,115.02,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1585,1965-073B,COSMOS 87,1965-09-18,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,115.43,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1586,1965-073C,COSMOS 88,1965-09-18,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,115.82,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1587,1965-073D,COSMOS 89,1965-09-18,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,116.22,-1.0,CIS,Russia/USSR,56.06,,,-1.0,,-1.0,0,
1588,1965-073E,COSMOS 90,1965-09-18,1965,"Tyuratam Missile and Space Center, Kazakhstan(Also known as Baikonur Cosmodrome)",Kazakhstan,,Inactive,UNK,LEO,116.64,-1.0,CIS,Russia/USSR,56.05,,,-1.0,,-1.0,0,
1613,1965-078A,OV1-2,1965-10-05,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,110.87,-1.0,US,USA,144.23,,,-1.0,,-1.0,0,
1641,1965-082C,OV2-1 & LCS 2,1965-10-15,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,98.99,-1.0,US,USA,32.3,,,-1.0,,-1.0,0,
1726,1965-089A,EXPLORER 29 (GEOS 1),1965-11-06,1965,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,120.29,-1.0,US,USA,59.38,,,-1.0,,-1.0,0,
1738,1965-093A,EXPLORER 30,1965-11-19,1965,"Wallops Island, Virginia, USA",USA,,Inactive,UNK,LEO,99.88,-1.0,US,USA,59.71,,,-1.0,,-1.0,0,
1778,1965-096A,A-1 (ASTERIX),1965-11-26,1965,"Hammaguira Space Track Range, Algeria",Algeria,,Inactive,UNK,LEO,106.7,-1.0,FR,France,34.26,,,-1.0,,-1.0,0,
1804,1965-098A,ALOUETTE 2,1965-11-29,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,117.26,-1.0,CA,Canada,79.8,,,-1.0,,-1.0,0,
1806,1965-098B,EXPLORER 31 (ISIS-X),1965-11-29,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,119.2,-1.0,US,USA,79.78,,,-1.0,,-1.0,0,
1814,1965-101A,FR 1,1965-12-06,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,97.88,-1.0,FR,France,75.87,,,-1.0,,-1.0,0,
1864,1965-109A,OPS 1509 (TRANSIT 10),1965-12-22,1965,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.43,-1.0,US,USA,89.06,,,-1.0,,-1.0,0,
1952,1966-005A,OPS 1593 (TRANSIT 11),1966-01-28,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,105.26,-1.0,US,USA,90.15,,,-1.0,,-1.0,0,
1982,1966-008A,ESSA 1 (OT-3),1966-02-03,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,99.43,-1.0,US,USA,97.84,,,-1.0,,-1.0,0,
2016,1966-013A,DIAPASON (D1-A),1966-02-17,1966,"Hammaguira Space Track Range, Algeria",Algeria,,Inactive,UNK,LEO,113.76,-1.0,FR,France,34.09,,,-1.0,,-1.0,0,
2091,1966-016A,ESSA 2 (OT-2),1966-02-28,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,LEO,113.44,-1.0,US,USA,101.24,,,-1.0,,-1.0,0,
2119,1966-024A,OPS 1117 (TRANSIT 12),1966-03-26,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,104.7,-1.0,US,USA,89.61,,,-1.0,,-1.0,0,
2121,1966-025A,OV1-4,1966-03-30,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,103.8,-1.0,US,USA,144.51,,,-1.0,,-1.0,0,
2122,1966-025B,OV1-5,1966-03-30,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,105.41,-1.0,US,USA,144.64,,,-1.0,,-1.0,0,
2125,1966-026A,OPS 0340,1966-03-31,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,98.61,-1.0,US,USA,98.01,,,-1.0,,-1.0,0,
2142,1966-031A,OAO 1,1966-04-08,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,LEO,100.38,-1.0,US,USA,35.04,,,-1.0,,-1.0,0,
2150,1966-034A,OPS 1527 (OV3-1),1966-04-22,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,114.69,-1.0,US,USA,82.37,,,-1.0,,-1.0,0,
2173,1966-040A,NIMBUS 2,1966-05-15,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,-,LEO,107.97,-1.0,US,USA,100.55,,,-1.0,,-1.0,0,
2176,1966-041A,OPS 0082 (TRANSIT 13),1966-05-19,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,102.55,-1.0,US,USA,90.23,,,-1.0,,-1.0,0,
2201,1966-052A,OPS 1427 (OV3-4),1966-06-10,1966,"Wallops Island, Virginia, USA",USA,,Inactive,UNK,MEO,142.56,-1.0,US,USA,40.89,,,-1.0,,-1.0,0,
2207,1966-053A,OPS 9381 (GGTS),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1333.2,-1.0,US,USA,8.22,,,-1.0,,-1.0,0,
2215,1966-053B,OPS 9311 (IDSCS 1),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1334.44,-1.0,US,USA,8.24,,,-1.0,,-1.0,0,
2216,1966-053C,OPS 9312 (IDSCS 2),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1335.18,-1.0,US,USA,8.22,,,-1.0,,-1.0,0,
2217,1966-053D,OPS 9313 (IDSCS 3),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1336.37,-1.0,US,USA,8.2,,,-1.0,,-1.0,0,
2218,1966-053E,OPS 9314 (IDSCS 4),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1338.47,-1.0,US,USA,8.12,,,-1.0,,-1.0,0,
2219,1966-053F,OPS 9315 (IDSCS 5),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1340.79,-1.0,US,USA,8.11,,,-1.0,,-1.0,0,
2220,1966-053G,OPS 9316 (IDSCS 6),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1343.84,-1.0,US,USA,8.02,,,-1.0,,-1.0,0,
2221,1966-053H,OPS 9317 (IDSCS 7),1966-06-16,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,-,MEO,1347.42,-1.0,US,USA,7.98,,,-1.0,,-1.0,0,
2258,1966-058A,EXPLORER 33 (AIMP-D),1966-07-01,1966,"Air Force Eastern Test Range, Florida, USA",USA,,Inactive,UNK,HEO,38792.36,-1.0,US,USA,24.14,,,-1.0,,-1.0,0,
2389,1966-070A,OV3-3,1966-08-04,1966,"Air Force Western Test Range, California, USA",USA,,Inactive,UNK,LEO,107.6,-1.0,US,USA,81.33,,,-1.0,,-1.0,0,
